编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间
"GC07I1216025_1603","抓实做好2016年五项反腐倡廉工作","高新民","中央党校党建部教授",59,"精品三分屏","本课程由中央党校党建部教授高新民主讲，主要内容有：一、党风廉政建设和反腐败总体判断；二、反腐败重点做好五项工作。",2016.2
"GC07I1316025_1603","标本兼治 净化政治生态","刘春","中央党校研究生院副院长、教授、博导",58,"精品三分屏","本课程由中央党校研究生院副院长、教授、博导刘春主讲，主要内容有：一、标本兼治和政治生态；二、净化政治生态的五大措施。",2016.2
"GC07I1416025_1603","推动全面从严治党向基层延伸","刘春","中央党校研究生院副院长、教授、博导",63,"精品三分屏","本课程由中央党校研究生院副院长、教授、博导刘春主讲，主要内容有：一、全面从严治党向基层延伸的重要性和必要性；二、当前基层的党风政风问题；三、如何推动全面从严治党向基层延伸。",2016.2
"GC07I1516025_1603","2016年反腐倡廉七项工作——严明党的纪律、完善监督制度","张希贤","中央党校党建部教授、博导",43,"精品三分屏","本课程由中央党校党建部教授、博导张希贤主讲，主要内容有：一、严明党的纪律；二、完善监督制度。",2016.2
"GC07I1516025_1604","民心是最大的政治，正义是最强的力量","刘春","中央党校研究生院副院长、教授、博导",62,"精品三分屏","本课程由中央党校研究生院副院长、教授、博导刘春主讲，主要内容有：为什么说“民心是最大的政治，正义是最强的力量”；党的十八大在“民心”和坚持“正义”上的重要意义。",2016.2
"GC07I1616025_1604","努力建设一支忠诚、干净、担当的纪检监察队伍","刘春","中央党校研究生院副院长、教授、博导",59,"精品三分屏","本课程由中央党校研究生院副院长、教授、博导刘春主讲，主要内容有：一、为什么要高度重视纪检监察干部队伍建设；二、纪检监察队伍自身存在的问题；三、如何建设一支忠诚、干净、担当的纪检监察队伍。",2016.2
"GC07I1716025_1604","掌握十八大以来反腐倡廉的新认识、新经验","张希贤","中共中央党校教授、博士生导师",45,"精品三分屏","本课程由中共中央党校教授、博士生导师张希贤主讲，主要内容有：一、尊崇党章，坚持依规治党与以德治党相统一；二、实现“四个全面”战略布局，必须坚持党的领导、加强党的建设；三、党纪严于国法，必须让纪律成为管党治党的尺子、不可逾越的底线；四、监督执纪问责，必须坚持惩前毖后、治病救人的方针；五、党风廉政建设和反腐败斗争永远在路上。",2016.2
"GC07I1816025_1604","深化体制机制改革，夯实管党治党责任","李良栋","中央党校政法教研部教授",53,"精品三分屏","本课程由中央党校政法教研部教授李良栋主讲，主要内容有：一、巩固和深化落实全面从严治党主体责任成果；二、制定党内问责条例，把问责作为从严治党的重要抓手，让失责必问成为常态；三、强化派驻监督，发挥“派”的权威和“驻”的优势，推进省区市纪委实现全面派驻；四、通过深化改革实现体制机制创新。",2016.2
"GC07I1916025_1605","反腐倡廉：推动全面从严治党向基层延伸","张希贤","中央党校党建部教授",44,"精品三分屏","本课程由中央党校党建部教授张希贤主讲，主要内容有：一、第十八届中纪委第六次全体会议关于反腐倡廉的三大亮点；二、严抓基层的贪腐和执法不公问题。",2016.2
"GC07I2016025_1605","严明党的纪律，完善监督制度（上）","陈冬生","中央党校马克思主义学院教研室主任",43,"精品三分屏","本课程是《严明党的纪律，完善监督制度》系列课程的上半部分，由中央党校马克思主义学院教研室主任陈冬生教授主讲，主要内容有：一、习近平总书记在十八届中央纪委六次全会上的讲话亮点；二、为什么要将纪律挺在前面。",2016.2
"GC07I2116025_1605","严明党的纪律，完善监督制度（下）","陈冬生","中央党校马克思主义学院教研室主任",53,"精品三分屏","本课程是《严明党的纪律，完善监督制度》系列课程的下半部分，由中央党校马克思主义学院教研室主任陈冬生教授主讲，围绕“为什么要将纪律挺在前面”这一主题，主要内容有：党的纪律的特点和内涵；加强纪律建设的现实意义。",2016.2
"GC07I2416035_1606","健全“明规矩”，破除“潜规则”——通过完善监督制度 全面推进党的纪律建设","陈冬生","中共中央党校马克思主义学院教研室主任、教授",27,"精品三分屏","本课程由中共中央党校马克思主义学院教研室主任、教授陈冬生主讲，主要内容有：一、以“三情”方式落实监督执纪“四种形态”；二、以监督执纪“四种形态”促成“三不机制”；三、通过完善监督制度，全面推进党的纪律建设；四、完善加强纪律建设的四条基本途径。",2016.3
"GC07I2516035_1606","进一步解决宽、松、软、散四大纪律问题","陈冬生","中共中央党校马克思主义学院教研室主任、教授",47,"精品三分屏","本课程由中央党校马克思主义学院教研室主任陈冬生教授主讲，主要内容有：一、“宽”：对于违反政治纪律认定“失之过宽”的问题；二、“松”：对违纪监督特别是组织处分“失之过松”的问题；三、“软”：对作风建设的纪律约束“失之过软”的问题；四、“散”：监督制度体系化不够、存在“失之过散”的问题。",2016.3
"GC07N1816095_1610","论十八大以来党风廉政建设和反腐败工作的创新","冯颜利","中国社会科学院马克思主义研究院研究员",38,"精品三分屏","本课程由中国社会科学院马克思主义研究院研究员冯颜利主讲，主要内容有：一、党风廉政建设和反腐败的理念创新；二、党风廉政建设和反腐败的制度创新；三、党风廉政建设和反腐败的方法创新；四、党风廉政建设和反腐败工作存在的问题；五、进一步探索完善党风廉政建设和反腐败制度。",2016.9
"GC07N1916095_1610","全面从严治党，应当从小事做起","莫纪宏","中国社会科学院法学研究所研究员",74,"精品三分屏","本课程由中国社会科学院法学研究所研究员莫纪宏主讲，主要内容有：一、全面从严治党要从小事做起：古代圣贤治国理政启示；二、全面从严治党要从小事做起：我们党历的优良传统；三、全面从严治党要从小事做起：十八大后得到进一步强化；四、全面从严治党要从小事做起：党内法规的具体要求；五、全面从严治党要从小事做起：党员队伍建设现状的要求；六、全面从严治党要从小事做起：党抓廉政建设的经验总结。",2016.9
"GC07N2016095_1610","国际视野下全面从严治党的历史方位和时代特征","董佳","中国人民大学马克思主义学院副教授",21,"精品三分屏","本课程由中国人民大学马克思主义学院副教授董佳主讲，主要内容有：一、党中央治国理政新战略形成的时代背景；二、中国的发展关键在党；三、在国际视野下看全面从严治党。",2016.9
